# i	j	beta * DeltaG^cnf_ij
10	711	28.33310137
10	733	22.22110368
10	755	11.57107699
10	852	26.8959556
10	915	20.93827921
10	920	16.14305396
10	968	22.1325029
10	987	13.42682685
10	990	26.03252798
11	503	20.10025099
11	523	16.58965272
11	624	29.20103189
11	673	10.9651275
11	727	16.62789692
11	746	13.9271277
11	789	18.45442456
11	797	29.3436816
11	834	12.74506854
11	864	22.52571705
11	925	25.71936862
11	981	20.50293711
11	989	19.05749352
12	502	27.9465538
12	523	27.83487831
12	543	27.86977026
12	589	13.47145456
12	624	28.0380906
12	673	10.92879993
12	727	28.10884943
12	746	22.93701867
12	774	29.73204734
12	789	9.917761477
12	834	17.43527998
12	864	15.41211419
12	904	30.52257045
12	975	21.43924743
12	981	15.42025431
12	989	27.81460757
13	553	21.86539602
13	558	10.91163863
13	560	22.47260386
13	605	14.76081686
13	651	27.79813074
13	657	21.87299087
13	703	30.39205028
13	803	19.38533494
13	821	27.03324493
13	984	17.75304658
13	986	27.82485119
14	518	28.35505697
14	542	23.92436767
14	594	10.31294946
14	596	18.89499449
14	610	12.46490887
14	629	11.43278629
14	675	10.75447489
14	714	17.07063279
14	788	20.82810597
14	809	16.31823859
14	815	18.65801324
14	846	16.60852932
14	863	19.72090806
14	918	28.06205444
14	949	20.20225477
15	501	14.15258868
15	534	20.17588291
15	573	18.47847537
15	639	11.8215699
15	666	22.595447
15	699	22.03338604
15	739	26.45236418
15	752	28.44939333
15	764	13.63448438
15	767	19.83121861
15	785	19.77058968
15	800	14.35189577
15	816	27.91494927
15	819	15.73839554
15	837	14.20643769
15	845	15.5304409
15	901	16.71883958
15	913	19.51548788
15	923	11.8530706
16	513	28.42478195
16	514	22.3658145
16	529	27.34221408
16	534	23.33944076
16	583	12.26802346
16	585	28.2162173
16	615	12.96895847
16	647	19.91229653
16	656	25.91780054
16	668	19.77267848
16	669	20.50672255
16	752	15.00329626
16	816	13.05464277
16	819	28.20033057
16	837	28.08649781
16	915	22.94434456
17	520	28.00832381
17	535	27.90336871
17	543	28.29916084
17	589	10.814118
17	673	15.52027543
17	746	28.09788916
17	774	17.59263579
17	789	9.427929161
17	797	19.64779884
17	834	18.79691824
17	840	28.46187179
17	864	11.74411731
17	904	25.54264855
17	975	14.16942653
17	979	30.42488685
17	981	12.27199586
17	986	27.92004134
17	989	27.11384356
18	521	27.80529457
18	544	14.74985081
18	660	27.79397599
18	696	28.20159615
18	710	19.8626613
18	725	27.99987392
18	782	20.19023994
18	847	18.87165426
18	858	15.90828772
18	890	16.88825914
18	891	27.89437024
18	896	20.25019602
18	902	26.8084532
18	905	17.90184595
18	908	27.8799729
18	951	19.63880077
18	960	10.20751906
18	962	14.30893704
18	974	9.980930594
18	982	10.95676012
19	525	15.92929502
19	542	29.16221804
19	555	29.65514054
19	634	16.86888214
19	646	23.61902505
19	677	9.765425683
19	682	26.29900039
19	689	13.78283174
19	706	29.24916823
19	718	28.03690614
19	729	27.9544326
19	730	27.85733024
19	743	9.300714906
19	787	28.12069255
19	808	27.90247421
19	817	19.2488459
19	876	18.40483721
19	878	20.48976155
19	949	28.55655513
19	961	12.23779999
19	998	26.58937393
19	999	28.40554947
20	521	28.42970343
20	522	13.05715605
20	552	10.96406468
20	573	20.33557632
20	619	11.15126743
20	620	28.32333264
20	684	16.89296237
20	699	28.57966184
20	705	28.47372267
20	723	14.70730378
20	741	21.77976988
20	753	25.23737901
20	767	14.16260279
20	772	8.998336404
20	779	27.79481151
20	794	18.05682211
20	805	22.36723081
20	837	31.00310963
20	845	16.13948832
20	857	27.8429924
20	860	11.80049905
20	861	13.41199535
20	899	9.29092696
20	913	13.12265516
20	917	10.92790901
20	928	24.78324337
20	929	15.31754287
20	950	28.01599188
20	956	17.86356421
20	997	17.51488823
21	535	17.29911576
21	540	25.42039825
21	558	12.90919626
21	560	10.22449009
21	589	29.38685044
21	605	25.754302
21	720	18.29940663
21	774	20.04032913
21	803	11.62298646
21	840	18.91898281
21	906	22.23536204
21	979	17.34483515
21	986	12.33319239
22	581	25.40817241
22	586	27.89038326
22	602	29.20899542
22	604	12.30625701
22	608	28.33693118
22	664	14.41414866
22	686	13.27135936
22	691	14.72245914
22	738	28.72383636
22	747	29.36829538
22	748	28.71587778
22	770	24.68085348
22	775	20.01696502
22	827	16.22866497
22	831	9.665580134
22	856	27.86337131
22	865	9.880174224
22	883	28.18324972
22	884	9.870662566
22	887	14.77342842
22	900	28.74335124
22	980	12.33775268
22	983	15.9621067
23	526	11.81179144
23	548	27.9047291
23	557	28.25081227
23	579	10.69176191
23	627	12.78357039
23	698	17.15810311
23	756	11.55836817
23	757	28.03117823
23	762	27.86097458
23	850	24.76434784
23	873	21.62783457
23	924	29.79909787
23	927	25.16080496
23	966	29.46805024
23	996	28.22368211
24	504	27.97065524
24	509	13.54264391
24	518	21.26147484
24	547	26.03494798
24	595	17.61977295
24	600	19.31771823
24	613	16.0113851
24	621	17.11653024
24	633	28.1676852
24	649	18.91676029
24	652	17.38056408
24	687	27.83199499
24	690	24.84930363
24	744	10.87989537
24	750	13.14357596
24	758	20.91773976
24	781	16.4093604
24	786	9.514844986
24	807	28.12937585
24	838	21.94850442
24	839	25.10213511
24	944	21.24256347
25	513	9.972597869
25	514	11.02503106
25	563	16.36525465
25	583	27.81474022
25	615	27.81530531
25	647	20.84284003
25	695	27.84396432
25	730	17.14594912
25	740	22.55236635
25	763	21.32580733
25	793	27.86999473
25	802	28.84682219
25	806	14.46908538
25	808	27.9439544
25	843	21.16796275
25	851	9.230228685
25	942	22.19151638
26	525	12.3821094
26	555	9.188339029
26	593	14.41985829
26	606	18.55614902
26	646	11.66440715
26	665	28.09473138
26	677	17.30649276
26	683	29.71000655
26	689	12.04439721
26	692	27.83101164
26	718	9.654371601
26	743	27.8575814
26	769	16.21341551
26	780	27.88798047
26	808	27.82494511
26	888	25.47518453
26	914	15.15925006
26	922	12.96390755
26	935	26.495752
26	943	28.24358143
27	504	23.92822626
27	509	21.90751898
27	547	27.96037632
27	613	15.22901606
27	633	22.67392916
27	645	11.23160418
27	649	13.89260013
27	652	10.39218001
27	653	20.35158821
27	674	12.7184038
27	712	14.27553294
27	722	27.79625798
27	744	22.94448481
27	745	10.83232019
27	750	12.67973434
27	761	18.26698623
27	786	21.20481266
27	790	15.63046609
27	807	29.17776327
27	823	24.26364355
27	838	10.0102458
27	839	25.37667157
27	886	22.89140957
27	948	27.83257437
27	971	24.11184091
27	994	12.10717505
28	534	28.76389012
28	552	28.39473948
28	573	28.14947623
28	585	9.508636749
28	615	15.90775667
28	620	15.11932274
28	659	10.61222898
28	705	11.91248462
28	711	28.19822463
28	752	23.8694073
28	794	20.73995759
28	819	28.9106838
28	843	28.66968951
28	915	9.367963582
28	928	27.89939491
28	950	21.37063576
29	522	21.3335785
29	534	20.01709903
29	552	9.446177661
29	573	11.92350496
29	585	21.91296117
29	619	24.41318837
29	620	20.40216132
29	659	23.01603552
29	684	28.75321621
29	705	15.2451828
29	723	27.81110464
29	752	26.03482016
29	767	18.55823997
29	772	14.94322094
29	794	11.00983974
29	800	28.23221177
29	816	27.81469651
29	819	15.59668183
29	837	21.09408107
29	845	16.4858943
29	899	11.50732298
29	913	14.21321594
29	915	27.8987308
29	917	24.46477542
29	928	21.42362204
29	929	11.78021145
29	950	20.98599128
30	503	15.30621982
30	505	22.21662783
30	523	18.55992503
30	526	17.62331163
30	599	28.00929094
30	627	19.24475306
30	650	20.09073005
30	698	25.40360316
30	702	22.46023024
30	727	18.29699219
30	746	29.23115383
30	762	27.93434082
30	811	12.93775759
30	894	14.08029396
30	898	29.27617166
30	925	13.55710756
30	927	13.78101481
30	957	21.28704018
30	967	16.80635726
30	969	28.64587221
30	996	9.663311734
31	502	25.29302002
31	558	17.98337193
31	560	13.00273025
31	568	27.64010172
31	589	28.10183755
31	605	19.53588431
31	862	20.04991329
31	906	9.15031278
31	975	28.36394794
31	978	17.00157974
31	986	14.08924793
32	533	19.95892551
32	536	28.77541076
32	570	18.25278218
32	582	14.61423511
32	591	10.10870476
32	607	12.30054251
32	614	23.77285464
32	651	9.003651949
32	703	21.88429065
32	738	19.07550725
32	754	17.02447489
32	766	27.81757909
32	871	21.16091406
32	984	27.95873798
33	501	26.13143798
33	534	11.63020876
33	573	12.37466948
33	583	28.92391667
33	639	17.85015169
33	656	22.3993965
33	666	28.01305001
33	699	27.79557098
33	752	16.67729038
33	764	22.75399894
33	767	21.03884924
33	785	22.39847774
33	800	21.05189046
33	816	17.8373009
33	819	10.28229558
33	837	9.480213938
33	845	15.30469401
33	899	28.42894035
33	913	17.95355026
33	923	20.67695962
34	503	8.998690454
34	523	9.026045525
34	539	27.91231556
34	673	23.45496689
34	727	8.979691744
34	746	12.06863118
34	762	29.58938068
34	811	15.61427638
34	834	29.79761486
34	894	26.31216749
34	898	21.95236134
34	925	10.08751618
34	957	27.79465085
34	967	27.85748087
34	969	29.06486239
34	996	12.80566948
35	544	18.53882074
35	551	27.80430234
35	554	19.5077176
35	617	29.92208986
35	696	27.92130938
35	704	27.79780619
35	725	20.15692414
35	782	10.64717712
35	847	12.14969715
35	890	9.262928173
35	896	27.79788686
35	934	28.09785278
35	939	16.0753502
35	951	19.64704044
35	960	13.13835475
35	974	17.02404081
35	982	19.65085299
36	501	31.81706758
36	528	20.87398425
36	583	28.68544285
36	586	12.96138067
36	618	19.47666335
36	631	12.13076304
36	639	24.44719942
36	656	16.4805183
36	666	18.05802867
36	668	26.30823744
36	669	22.34253168
36	707	27.79469905
36	764	27.34467736
36	785	11.85371238
36	818	11.90222208
36	883	14.31195046
36	900	14.00865933
36	912	28.51117624
36	938	10.15680177
37	500	27.94926374
37	541	13.41366163
37	590	28.94228848
37	611	25.37969519
37	645	21.13988511
37	658	9.604617144
37	674	22.78773146
37	701	12.54957508
37	722	12.54027538
37	734	27.79835071
37	761	28.60512817
37	790	27.87646051
37	820	23.38461466
37	823	15.19222631
37	832	27.79487505
37	886	11.06552167
37	911	9.041605951
37	948	19.21460798
37	963	26.17554511
37	994	18.98501826
38	516	9.585403554
38	556	18.4360777
38	602	12.03315005
38	608	10.38397713
38	609	9.082714538
38	612	28.26998056
38	618	27.98853718
38	628	14.31896938
38	691	23.65542852
38	735	27.89292817
38	739	28.17910268
38	747	12.98986933
38	775	16.71062844
38	856	16.1770676
38	859	29.21999176
38	866	17.04683908
38	877	27.83360077
38	887	23.75514389
38	891	28.39090531
38	930	11.39755604
38	932	30.21164266
38	947	21.82883954
38	980	28.42835414
38	991	10.55800624
39	531	21.42101084
39	572	12.62890266
39	585	18.45639658
39	620	17.83271165
39	641	18.50904358
39	659	15.64953358
39	671	14.73002634
39	705	27.80687122
39	711	22.40084377
39	733	24.96462849
39	755	10.22596149
39	794	28.57490127
39	852	28.23885025
39	855	27.92980767
39	915	21.22409384
39	920	21.97792952
39	928	27.90447126
39	950	21.76084916
39	987	17.92472882
39	990	28.01329533
40	516	28.66856956
40	556	12.11846685
40	569	12.74500125
40	580	18.41317789
40	637	22.93514577
40	710	29.386621
40	732	15.05996163
40	735	8.999540947
40	813	26.32406036
40	866	22.77315715
40	877	14.96019912
40	882	27.82325676
40	902	28.59612595
40	908	20.31137659
40	910	29.84115372
40	930	20.18888858
40	932	16.73063816
40	970	28.75450201
40	973	15.47392057
41	516	28.87050079
41	556	29.3149145
41	609	27.80921512
41	660	10.41554604
41	699	28.13388433
41	710	18.41967698
41	739	14.48799712
41	764	29.59489769
41	866	12.6793878
41	891	11.74165712
41	901	23.21249069
41	902	12.85559387
41	908	26.14297847
41	910	11.52906553
41	923	28.49226649
41	930	25.6862519
41	932	19.20049276
41	955	12.55162982
41	962	27.82188278
41	991	19.03167063
42	500	28.65949541
42	541	27.12365389
42	574	17.28070835
42	587	24.77767587
42	590	28.39211458
42	638	23.51897257
42	645	27.82647476
42	658	15.50830363
42	701	23.73551779
42	722	25.01669785
42	724	14.18058277
42	734	16.66769131
42	820	27.83064955
42	823	28.52707398
42	832	24.4310987
42	886	15.46156724
42	911	10.77777989
42	994	28.47757953
43	549	17.45288331
43	578	14.71562684
43	606	12.34277959
43	632	15.43452214
43	646	16.79324491
43	681	16.44009887
43	688	9.962145087
43	695	10.8988933
43	718	32.32967993
43	730	27.91482678
43	751	22.16323742
43	763	23.44431125
43	769	29.96438374
43	806	27.84516865
43	808	12.3446835
43	835	21.31193666
43	942	23.9619976
43	943	8.936372334
43	954	13.9406006
44	519	28.90324112
44	532	20.09125445
44	567	9.175862997
44	569	23.87425702
44	575	12.2878283
44	643	17.29887155
44	696	14.23903367
44	710	28.38314124
44	776	10.56677345
44	813	17.72813389
44	833	9.688381104
44	847	27.88489319
44	870	27.99095923
44	872	10.03039694
44	893	18.96904317
44	908	20.27210077
44	932	30.54323062
44	951	16.98819097
44	953	29.65065445
44	960	28.07862007
44	962	21.72137283
44	974	27.93872157
45	507	19.36864744
45	537	20.69501576
45	584	21.12226486
45	593	28.70361555
45	642	9.518454321
45	679	11.56918733
45	692	13.78033378
45	709	9.131918856
45	736	28.09437913
45	780	12.95467406
45	783	19.24001749
45	795	23.21650221
45	796	16.25339657
45	812	21.35858517
45	842	14.45335909
45	885	11.13634402
45	888	20.23693235
45	914	26.60057705
45	916	12.73930557
45	922	28.23548447
45	935	17.15325888
45	941	27.80570902
45	959	9.648687121
45	976	16.33828157
46	507	18.52873097
46	525	19.50786551
46	537	12.45433642
46	555	28.19107921
46	559	26.10408045
46	593	11.79132026
46	642	14.78564399
46	665	28.05870059
46	692	9.803229032
46	709	24.74255449
46	718	23.33411145
46	729	20.4027805
46	780	10.25476582
46	787	16.40685274
46	796	13.68269681
46	799	29.3908688
46	812	28.07031435
46	842	23.06554703
46	885	12.07700845
46	888	19.11840537
46	914	12.33119144
46	918	27.79398447
46	922	13.76082276
46	935	15.98049277
46	941	13.39814391
46	959	20.37452977
46	961	27.91363214
46	999	21.13843539
47	507	28.41707133
47	564	21.27163101
47	584	9.02180955
47	598	18.46989629
47	622	21.03832361
47	642	26.14170384
47	672	16.58490764
47	679	14.19829204
47	693	20.02616589
47	709	15.49919657
47	783	25.09101678
47	795	9.326317014
47	796	29.26675654
47	798	17.3289785
47	810	16.77609948
47	828	27.80025464
47	842	29.79495519
47	875	16.08715399
47	885	27.87436239
47	892	21.8607406
47	916	10.31368128
47	959	17.29032076
47	976	14.87096982
48	551	22.59520842
48	553	15.45888245
48	558	28.52239997
48	568	9.126212773
48	605	12.98033252
48	625	17.80603112
48	676	25.63347708
48	719	16.14156953
48	721	22.18032919
48	731	24.6015378
48	749	27.96282159
48	760	27.79786005
48	768	22.90003811
48	821	13.48040833
48	829	27.94618467
48	836	10.48713959
48	862	21.0192806
48	903	28.35385484
48	906	28.82875737
48	909	21.0874897
48	931	23.17465376
48	934	25.3104531
49	509	27.53896413
49	541	27.80247807
49	547	28.03588024
49	613	19.01606538
49	633	24.01988548
49	645	9.75357889
49	649	15.59617269
49	652	12.01389661
49	653	21.28800112
49	658	23.18899712
49	674	11.11230663
49	701	28.26297923
49	712	14.41536685
49	722	27.33469797
49	745	9.94030228
49	750	15.45621156
49	761	17.1772598
49	790	14.37350704
49	823	19.2093666
49	825	29.73067933
49	838	11.43047763
49	839	29.15781668
49	886	17.74566463
49	911	27.79397027
49	971	25.34906007
49	994	10.28076418
50	541	17.64842961
50	603	27.98102938
50	611	26.94592309
50	633	16.87489326
50	645	30.37193865
50	649	28.48295443
50	652	28.88771956
50	674	17.84107029
50	685	27.79988576
50	701	20.57581186
50	722	17.37289623
50	745	20.83385356
50	790	13.06741891
50	793	27.88002319
50	802	28.01509791
50	823	14.476003
50	825	9.188821162
50	886	28.43594984
50	926	18.37192002
50	948	11.75558061
50	952	11.70430999
50	963	27.79403108
50	972	26.13664499
51	500	15.30211263
51	531	28.77223914
51	541	15.55596645
51	572	27.94881499
51	587	21.09657805
51	611	9.451098489
51	641	27.79972234
51	658	27.83502178
51	671	21.80979685
51	701	14.37137373
51	722	19.33001628
51	733	25.32664527
51	820	9.44626556
51	852	16.8934777
51	855	15.82241617
51	868	10.09886513
51	920	15.11612533
51	926	28.75133744
51	948	20.96237669
51	952	17.55336564
51	963	8.943845175
51	968	12.79321577
51	972	21.49213138
51	987	24.16019874
51	990	12.58442056
52	506	21.49129844
52	530	27.79956184
52	533	25.57259578
52	536	27.82323513
52	570	19.18195331
52	581	23.32812674
52	582	14.64527627
52	588	27.80420505
52	591	26.74755809
52	604	21.6611485
52	614	17.11217834
52	686	12.30402962
52	717	29.67945163
52	738	11.84658634
52	748	17.99038042
52	754	24.87295793
52	766	15.89000766
52	770	10.32449877
52	827	10.9729108
52	831	29.91553405
52	871	24.30080131
52	884	21.56973895
52	912	30.03221297
52	933	22.35944897
53	525	9.205344019
53	542	27.9834099
53	555	16.30048122
53	559	32.7435795
53	593	9.773191824
53	646	21.72386162
53	677	14.96334772
53	689	14.95256051
53	692	22.45974747
53	718	14.86255076
53	729	19.34062055
53	743	24.97674322
53	769	27.80017257
53	780	24.24434791
53	787	16.39074928
53	796	28.10033175
53	914	14.48971022
53	918	27.9059669
53	922	13.53071571
53	941	21.71216496
53	961	14.74626771
53	999	21.91418798
54	509	28.90791967
54	541	28.48937405
54	547	21.55059912
54	603	20.33355779
54	633	15.73136274
54	685	19.01020585
54	701	28.13717764
54	722	28.60668616
54	745	28.7998913
54	790	17.72238382
54	793	19.3719577
54	802	19.38959068
54	823	25.33111285
54	825	9.655664003
54	926	15.72902996
54	948	19.19931321
54	952	16.85529347
55	504	12.09388477
55	510	30.07393228
55	595	25.7652429
55	613	12.77598102
55	653	21.40959799
55	654	21.95768424
55	690	9.169002171
55	712	26.71606105
55	716	28.01986103
55	728	14.49725346
55	744	13.6000422
55	750	26.00936989
55	761	28.42113558
55	786	26.77944292
55	807	9.999931233
55	838	21.12135022
55	839	9.578435562
55	849	13.75973205
55	889	24.82009633
55	945	27.9287284
55	971	21.49811157
56	515	21.83705515
56	521	19.27804747
56	544	15.60997616
56	554	27.83011582
56	617	22.82349884
56	619	27.79822453
56	640	9.10570028
56	684	31.58101499
56	704	27.80381648
56	725	14.36966728
56	741	18.82941763
56	753	16.70446813
56	779	22.380199
56	798	28.39206675
56	804	15.62401543
56	853	28.06285582
56	858	19.41985269
56	861	28.8550021
56	867	11.65171426
56	869	9.84890527
56	896	18.00583554
56	905	18.12373927
56	917	29.53577433
56	956	16.71262534
56	964	23.4401779
56	992	10.12694875
57	507	24.26611245
57	511	11.12054263
57	564	13.81332361
57	584	20.50517747
57	597	16.23858936
57	598	22.84003936
57	622	28.07565186
57	661	27.79403272
57	662	12.03937362
57	672	13.98972033
57	679	17.04121772
57	709	28.07938864
57	777	13.79703033
57	778	22.83214674
57	784	16.20841251
57	795	17.15655788
57	796	28.47559528
57	810	17.38653657
57	822	11.31585406
57	854	12.47568323
57	875	22.38100965
57	892	28.1903328
57	895	28.06560502
57	897	25.93425801
57	916	17.78774039
57	958	11.62524761
57	959	24.85472712
57	985	27.91880372
58	502	28.04007285
58	520	27.81865824
58	535	27.81322122
58	589	11.21619163
58	670	28.67737743
58	673	16.16217742
58	746	28.48123164
58	774	17.65585741
58	789	9.778637112
58	797	18.00624359
58	814	29.10304208
58	834	17.73755549
58	840	32.12294592
58	864	11.06337155
58	904	23.89746916
58	975	14.01671293
58	979	29.00859233
58	981	11.50697074
58	986	27.79697965
58	989	24.72177805
59	502	28.37998198
59	512	13.34149346
59	519	27.79500594
59	532	14.26375028
59	567	26.19496919
59	575	17.3797496
59	601	27.26719605
59	624	13.70358555
59	643	21.2382848
59	663	15.40282224
59	678	16.54373122
59	696	27.88818969
59	762	27.88727374
59	765	28.26548135
59	776	24.80166631
59	801	20.26984293
59	813	27.80677245
59	844	22.81230357
59	870	20.81918879
59	872	20.75821308
59	893	24.68601906
59	924	27.91525126
59	936	11.14648985
59	953	10.29341754
59	988	23.91393607
60	509	10.3075857
60	518	18.20560617
60	547	9.692805077
60	600	15.0159092
60	613	31.19907093
60	621	14.4579054
60	633	13.18605778
60	649	13.90676711
60	652	21.14734384
60	674	30.00321623
60	682	28.11990574
60	744	28.63154709
60	745	27.80310899
60	750	18.52378004
60	758	10.09752181
60	781	15.39834514
60	786	15.60592138
60	825	28.93944843
60	838	28.26475519
60	944	12.66118561
61	507	9.431889156
61	511	30.72329308
61	517	23.21337548
61	537	11.96268216
61	559	15.77229471
61	642	25.14129714
61	662	16.68723763
61	679	17.36629727
61	692	22.36172449
61	714	27.8380414
61	777	23.40081411
61	780	24.04926019
61	784	28.20427702
61	796	11.19689096
61	863	30.20278064
61	885	27.51687122
61	897	11.50713783
61	918	31.20100858
61	941	15.96435792
61	958	21.60625252
61	959	18.409456
62	517	14.81326291
62	537	28.01379675
62	542	11.4976763
62	559	13.70010027
62	577	28.88083027
62	594	23.58699955
62	610	9.773643808
62	629	30.25098619
62	675	16.22967902
62	714	11.41498095
62	729	16.84139751
62	787	20.55731226
62	788	23.26432172
62	799	13.69886426
62	809	9.435207847
62	815	28.41785569
62	817	27.80007466
62	863	9.637061063
62	876	28.396175
62	918	10.62055101
62	941	23.65444605
62	949	16.25949306
62	961	28.13967811
62	999	15.239595
63	571	20.79926066
63	574	11.38921391
63	626	28.34340188
63	638	28.16759
63	645	24.29771499
63	653	23.69975716
63	658	25.91931024
63	667	23.7646476
63	674	30.07307227
63	712	20.23608758
63	724	16.88691944
63	734	19.82835812
63	761	14.0710447
63	832	9.570620345
63	886	16.84226299
63	911	21.7479271
63	921	10.60453117
63	971	24.75709542
63	994	23.30056756
64	506	19.07807547
64	510	18.57024791
64	530	17.9037948
64	565	24.63005095
64	570	9.044559885
64	581	28.56849091
64	582	25.82522485
64	651	21.66735603
64	686	27.91177164
64	700	20.47984904
64	717	18.11067348
64	738	25.46282017
64	748	16.77217728
64	754	10.00227418
64	770	27.1992361
64	827	24.72249903
64	871	9.608816817
64	889	28.5644272
64	933	10.02892943
65	508	27.84147444
65	531	14.81613276
65	557	30.13917864
65	572	22.11393102
65	579	27.83066085
65	641	17.32706255
65	671	28.03245579
65	711	28.00376894
65	733	21.30520268
65	755	22.99823419
65	757	26.24144481
65	841	27.87535473
65	850	15.51351051
65	855	27.82768207
65	881	13.00565225
65	966	10.45108246
66	533	19.06610347
66	536	27.88613274
66	562	28.51141458
66	570	14.64095332
66	582	12.45410185
66	591	11.19652321
66	607	16.66052132
66	614	19.60659033
66	651	10.27999846
66	686	27.94991682
66	694	27.88542987
66	703	28.30967463
66	738	14.71586095
66	748	28.51552126
66	754	14.82687692
66	766	26.26705243
66	770	19.74632452
66	827	28.45590031
66	871	17.41234278
66	933	22.73939567
66	984	30.49933127
67	512	21.72543992
67	519	9.397308745
67	567	26.95579281
67	575	15.38655131
67	601	11.98965398
67	635	11.79742939
67	636	27.1495934
67	732	21.66207699
67	742	27.94905054
67	776	28.37423207
67	813	11.77509882
67	826	10.52789174
67	833	27.91773121
67	872	21.25084553
67	924	33.65302855
67	936	17.89140553
67	953	18.57523785
67	970	22.56677214
67	973	20.87567704
67	988	18.63066145
67	993	28.38868254
68	501	15.98952048
68	586	16.6534665
68	602	28.53448693
68	618	9.815473565
68	628	20.19662163
68	631	21.04767685
68	639	12.39489018
68	656	29.24813892
68	666	9.237288129
68	739	23.94780977
68	764	11.95376713
68	785	11.94403296
68	818	25.53882599
68	856	21.59488512
68	883	21.1265178
68	900	12.80353885
68	901	28.20360313
68	923	18.87453948
68	938	22.82910625
68	947	14.02213214
68	991	27.85697165
