# i	j	beta * DeltaG^cnf_ij
47	622	24.38429512
47	642	32.58152976
47	672	18.62968971
47	679	15.76023981
47	693	22.89180385
47	709	17.30739794
47	783	30.50656634
47	795	10.13727761
47	798	19.54282896
47	810	18.86444624
47	822	34.06904499
47	875	18.01984971
47	892	25.70696012
47	916	11.25431659
47	959	19.49551412
47	976	16.56096054
48	551	26.61797429
48	553	17.25920309
48	568	9.908233538
48	605	14.32748012
48	625	20.13154716
48	657	33.37449079
48	676	31.46486388
48	719	18.08647899
48	721	26.14787686
48	731	29.38596251
48	768	26.94155145
48	821	14.90200205
48	836	11.45113111
48	862	24.35316096
48	909	24.46484095
48	931	27.24590098
48	934	30.90779867
49	613	21.6181854
49	633	28.33223226
49	645	10.62264587
49	649	17.42361898
49	652	13.20188753
49	653	24.79474266
49	658	27.26222591
49	674	12.16592028
49	712	16.02007457
49	744	33.36787295
49	745	10.83299003
49	750	17.25601219
49	761	19.35704711
49	790	15.97007982
49	823	21.85111972
49	838	12.53091616
49	839	33.5550625
49	886	20.05599004
49	971	30.97219269
49	994	11.21742076
50	541	19.93505337
50	603	35.54074042
50	633	18.98586687
50	645	33.44929784
50	658	34.91527223
50	674	20.17554813
50	701	23.65468072
50	722	19.59657698
50	745	24.05245097
50	790	14.42680116
50	802	35.10333777
50	823	16.09239374
50	825	9.98613722
50	926	20.84389633
50	948	12.90663597
50	952	12.84770942
50	972	32.5675261
50	994	33.41769064
51	500	17.07227715
51	541	17.37537853
51	587	24.47975275
51	611	10.28167537
51	671	25.63056919
51	701	15.96753043
51	722	21.99890371
51	733	30.93489404
51	820	10.27582605
51	852	19.00870689
51	855	17.69690449
51	868	11.01058117
51	920	16.85130232
51	948	24.26036845
51	952	19.817789
51	963	9.708914616
51	968	14.11261083
51	972	25.1292505
51	987	28.55195816
51	990	13.86864201
52	506	25.12789668
52	533	31.35455978
52	570	21.81780397
52	581	27.42322397
52	582	16.29365985
52	604	25.40044408
52	614	19.27725745
52	686	13.53762905
52	717	33.48718209
52	738	13.01082521
52	748	20.36392556
52	754	30.0195143
52	766	17.77910024
52	770	11.26632687
52	827	12.00975389
52	871	28.79114962
52	884	25.25473565
52	933	26.36276421
53	525	10.00438643
53	537	33.81367487
53	555	18.28122802
53	593	10.64488359
53	646	25.49871136
53	677	16.67029877
53	689	16.65752858
53	692	26.47413069
53	718	16.55099756
53	729	22.01198491
53	743	30.26172323
53	780	28.69255833
53	787	18.39185027
53	799	33.48328909
53	885	33.3553114
53	888	33.38590851
53	914	16.10872531
53	922	14.96108274
53	941	25.48050356
53	961	16.41336314
53	999	25.78550114
54	541	33.83079517
54	547	25.22391895
54	603	23.30996027
54	633	17.58654854
54	649	33.79964938
54	685	21.61119497
54	722	33.74760669
54	745	33.65387807
54	790	20.0269437
54	793	22.05073038
54	802	22.07259056
54	823	30.94234401
54	825	10.51027944
54	926	17.58372739
54	948	21.8388906
54	952	18.96177792
55	504	13.29351872
55	545	33.35716051
55	566	33.36277143
55	595	31.71560675
55	613	14.09266496
55	652	33.3555429
55	653	24.99454795
55	654	25.84810759
55	690	9.966120498
55	728	16.11771015
55	744	15.04292494
55	750	32.24205956
55	807	10.90168099
55	838	24.52042936
55	839	10.42360277
55	849	15.23303271
55	889	29.89280499
55	971	25.13896645
56	515	25.67162074
56	521	21.93501295
56	544	17.44020145
56	617	26.85911058
56	640	9.886513799
56	684	33.4274975
56	725	15.96549105
56	741	21.39671428
56	753	18.77643704
56	779	26.38626368
56	782	33.74465049
56	804	17.45707903
56	853	34.74469183
56	858	22.11020667
56	867	12.78707048
56	869	10.72961585
56	896	20.3834777
56	905	20.53266591
56	917	33.50073989
56	956	18.78645691
56	964	27.55681655
56	992	11.04132951
57	507	28.73014136
57	511	12.17520297
57	564	15.29723048
57	584	23.55211881
57	597	18.2053652
57	598	26.87685012
57	662	13.23102808
57	672	15.50936964
57	679	19.19018568
57	709	34.6548061
57	777	15.27769543
57	778	26.86838026
57	784	18.16837937
57	795	19.33167383
57	796	33.84245105
57	810	19.61327161
57	822	12.39828734
57	854	13.74013538
57	875	26.38717651
57	897	32.0691085
57	907	34.16995677
57	916	20.10861886
57	958	12.75649716
57	959	29.97589504
58	502	34.89304927
58	543	33.78108421
58	589	12.28378392
58	673	18.11172413
58	774	19.94425539
58	789	10.65103774
58	797	20.383994
58	834	20.04586651
58	840	33.42399135
58	864	12.11096595
58	904	28.1531053
58	975	15.54188163
58	981	12.61956807
58	989	29.65899671
59	502	33.93823376
59	512	14.74035165
59	532	15.83873552
59	567	32.73524613
59	575	19.60496479
59	623	33.62888723
59	624	15.16596875
59	643	24.71285997
59	663	17.1922776
59	678	18.579216
59	765	34.10281542
59	776	29.84860513
59	801	23.22188946
59	826	33.35531209
59	844	26.84712682
59	870	24.02895769
59	872	23.93217294
59	893	29.57593094
59	936	12.20451464
59	953	11.23168165
59	988	28.17660189
60	509	11.24752942
60	518	20.63599927
60	547	10.55314147
60	600	16.7325366
60	621	16.07082178
60	633	14.56203213
60	649	15.40949729
60	652	24.56315505
60	682	34.47788404
60	706	33.35666921
60	744	33.73301226
60	750	21.0303853
60	758	11.00912005
60	781	17.186937
60	786	17.43532917
60	944	13.95893056
61	507	10.25883984
61	517	27.29008339
61	537	13.14338286
61	559	17.63610107
61	642	30.60591353
61	661	33.41651406
61	662	18.75527466
61	679	19.58850076
61	692	26.36535403
61	709	35.10409826
61	729	33.35946684
61	777	27.50944687
61	780	28.37685702
61	796	12.26175654
61	854	33.6290974
61	897	12.61976169
61	918	33.43149926
61	941	17.86974332
61	958	25.31324942
61	959	20.8903006
62	517	16.4926716
62	542	12.60879647
62	559	15.16181312
62	594	27.73821937
62	610	10.64539477
62	629	33.45370158
62	675	18.19444394
62	714	12.5129609
62	729	18.94469884
62	787	23.62760643
62	788	27.34877053
62	799	15.1603396
62	809	10.26271557
62	863	10.4888399
62	897	33.44451397
62	918	11.60882495
62	941	27.82436245
62	949	18.23098736
62	999	16.99791122
63	571	23.9971554
63	574	12.48311556
63	638	34.32217926
63	645	28.78566506
63	653	27.88335702
63	658	32.03602322
63	667	27.96955726
63	712	23.17555375
63	724	19.00064704
63	734	22.63079316
63	761	15.60730654
63	832	10.41537733
63	886	18.94576258
63	911	25.53598649
63	921	11.59024092
63	945	33.36947356
63	971	29.74227006
63	994	27.39093026
64	506	21.6924127
64	510	21.08679155
64	530	20.25453862
64	565	29.44900787
64	570	9.825492654
64	581	33.77189722
64	582	31.83630424
64	651	25.41023862
64	700	23.51582566
64	715	36.07975423
64	717	20.51614352
64	738	31.16289454
64	748	18.85962626
64	754	10.90434552
64	827	29.66068538
64	871	10.45672953
64	889	33.77462572
64	933	10.93427356
65	531	16.49606791
65	557	33.45841585
65	572	26.06227601
65	641	19.54048413
65	733	24.82306182
65	737	33.52081782
65	755	27.04872896
65	757	32.88028492
65	850	17.32452526
65	881	14.35638208
65	966	11.40867595
66	533	21.6780462
66	562	33.81307801
66	570	16.28853048
66	582	13.71460977
66	591	12.26133739
66	607	18.72246977
66	614	22.34516807
66	651	11.21655395
66	703	34.03082464
66	738	16.37734578
66	754	16.50878265
66	766	32.96547323
66	770	22.52428714
66	827	33.85994785
66	871	19.64486058
66	933	26.76952076
67	512	25.50116378
67	519	10.21916257
67	575	17.17287132
67	601	13.17418474
67	635	12.95460015
67	732	25.40190998
67	762	33.36655378
67	813	12.92901961
67	826	11.49966539
67	872	24.73354952
67	936	20.23891636
67	953	21.092831
67	965	34.79663062
67	970	26.58814938
67	973	24.11979247
67	988	21.15968946
68	501	17.90046622
68	586	18.71380896
68	618	10.69239307
68	628	23.12164279
68	631	24.39960061
68	639	13.64463369
68	666	10.04099577
68	739	28.22549965
68	764	13.13320486
68	785	13.12209274
68	818	31.29466782
68	856	25.29507392
68	883	24.52892001
68	900	14.12454291
68	923	21.45016658
68	938	26.8651199
68	947	15.54840876
68	983	36.51763293
69	513	26.82850907
69	514	18.06097623
69	529	11.12023852
69	563	15.47649218
69	615	10.81255476
69	647	10.70049088
69	705	33.9204034
69	816	37.87605832
69	843	12.82560972
69	851	34.17516168
69	852	34.33000027
69	915	16.77005593
69	972	35.55777114
69	987	27.50955341
70	571	14.06000745
70	574	23.12555872
70	580	27.47694191
70	612	23.21914034
70	630	10.97987597
70	637	17.55068129
70	638	29.76828375
70	667	21.74643549
70	724	31.40594382
70	734	26.88219019
70	824	23.23519786
70	832	27.2337311
70	848	20.30333993
70	859	23.07994041
70	877	31.37918391
70	882	14.27832127
70	921	22.68953603
70	940	18.73633953
70	993	33.40929176
71	504	22.97878417
71	545	26.06972642
71	574	33.38523523
71	613	26.71457522
71	645	13.4209735
71	652	25.57969651
71	653	13.76527099
71	658	31.95968736
71	674	22.15800658
71	712	10.69488451
71	728	33.80117067
71	745	19.87682793
71	761	10.44588131
71	790	33.49358253
71	823	33.55233753
71	832	21.56703646
71	838	16.19872338
71	886	18.46385994
71	911	33.43119949
71	921	24.67351742
71	971	15.40984113
71	994	13.93327192
72	528	12.2115467
72	583	13.29250461
72	656	10.32577226
72	668	11.48645641
72	669	10.47118614
72	752	30.73554527
72	785	18.65731227
72	816	21.3834127
72	938	18.545599
73	517	11.66122916
73	539	21.22909175
73	559	30.63272851
73	577	11.61941737
73	610	33.53684925
73	661	14.99109162
73	662	33.51471913
73	675	23.87770955
73	713	16.75903722
73	714	14.54106319
73	777	33.46659724
73	788	13.12071993
73	815	35.75923514
73	897	18.30451022
73	957	33.74063556
73	969	18.30572348
74	502	16.09854954
74	512	26.93406883
74	589	33.47741273
74	623	33.39492851
74	624	12.35192752
74	663	16.91893792
74	673	17.37131236
74	678	16.22870742
74	746	25.38795369
74	789	26.3462544
74	801	37.33752178
74	844	33.86260305
74	936	30.61917938
74	953	28.28483168
74	978	26.91349027
75	503	34.58257575
75	523	33.57382389
75	539	20.08762405
75	543	17.69264294
75	596	19.41601273
75	675	33.63169163
75	727	33.6830157
75	811	34.41368902
75	815	15.22738084
75	834	15.79716735
75	898	12.29183754
75	969	30.46951636
75	989	13.90422882
76	532	12.63902331
76	567	28.43975214
76	575	33.39778935
76	623	15.2939035
76	643	10.94593184
76	663	20.74037245
76	676	33.58927638
76	678	22.3689206
76	696	13.44838226
76	765	10.62290387
76	776	17.42447306
76	801	12.22072905
76	844	11.85110618
76	847	22.8927542
76	870	10.57275558
76	872	29.65740848
76	893	10.38031785
76	919	10.9056472
76	931	28.25397935
76	951	21.14722968
76	978	34.80033347
77	517	17.06894727
77	542	15.22394538
77	559	20.11657833
77	594	20.19289095
77	610	10.21629635
77	629	26.73540499
77	675	13.73443184
77	714	11.83780923
77	729	27.33418419
77	787	34.40338212
77	788	21.34047015
77	799	18.97879309
77	809	11.15645818
77	863	12.20766202
77	918	14.71449737
77	949	19.13889382
77	999	23.95566315
78	545	22.44152939
78	546	19.06230344
78	561	34.42682684
78	566	31.15658262
78	571	9.919805657
78	574	25.46090305
78	612	21.97184817
78	626	14.95786654
78	630	18.04176106
78	644	15.92670705
78	655	29.40772678
78	667	10.20016059
78	716	33.42042256
78	761	33.36042723
78	832	18.316328
78	859	26.68849849
78	882	28.89353586
78	921	15.06007344
78	940	16.82667775
78	945	19.53099328
78	971	33.41862873
79	521	15.91747145
79	544	11.04466033
79	617	34.52793245
79	640	13.82051902
79	725	16.78949781
79	741	33.48075363
79	753	16.14020578
79	782	26.55858468
79	804	35.9585924
79	858	12.80036046
79	860	33.80360961
79	867	14.95777758
79	869	16.67180301
79	896	12.69730581
79	905	12.41530383
79	956	25.4361681
79	982	17.08999434
79	992	16.72407022
80	502	12.55576706
80	589	21.34370035
80	624	18.2198214
80	663	17.94622027
80	673	16.70793836
80	678	16.63048947
80	789	17.3712692
80	801	33.75452021
80	844	33.82500715
80	978	19.30015027
81	509	19.2049374
81	547	13.22815533
81	633	10.09944305
81	645	33.3805965
81	649	14.65421179
81	652	24.11319626
81	674	20.48483889
81	685	33.39992131
81	745	20.29505731
81	750	28.13290625
81	758	29.24168635
81	786	33.357031
81	790	13.22305079
81	823	27.97144125
81	825	14.91921159
81	948	26.90166558
81	994	33.40699086
82	518	26.34861442
82	520	33.38629776
82	543	29.54486698
82	595	18.20122096
82	596	22.51347205
82	621	32.83098927
82	629	24.19355677
82	654	29.99901484
82	687	10.43190916
82	781	27.81667677
82	814	22.10999895
82	846	17.126791
83	520	27.17166257
83	538	33.41487452
83	595	9.944655848
83	648	33.55257404
83	654	10.86793568
83	670	30.70353941
83	687	14.25828207
83	690	27.92178033
83	744	25.95003431
83	786	33.4190786
83	814	20.45618042
