# i	j	beta * DeltaG^cnf_ij
7	745	23.51939117
7	761	24.21639979
7	823	16.91072297
7	832	23.33138423
7	886	9.04059053
7	911	10.05640801
7	921	28.03676439
7	948	24.84333833
7	994	14.23097201
8	503	14.10769553
8	523	12.16492168
8	673	13.56533809
8	727	11.9077345
8	746	12.19085845
8	834	14.9602264
8	898	22.88398541
8	925	17.2087751
8	989	22.68619351
9	524	23.58548031
9	533	24.42251621
9	536	13.34424262
9	562	24.19639686
9	586	28.65024785
9	588	9.687903507
9	592	9.634955871
9	604	24.15573467
9	614	19.6553599
9	631	20.71621368
9	707	11.14148628
9	751	26.06683999
9	766	16.64572582
9	818	18.1566944
9	883	22.68289833
9	912	10.24835108
9	938	26.90133478
9	995	12.18979273
10	531	22.57634481
10	572	12.30993162
10	585	22.25742648
10	620	24.6830688
10	641	18.44869968
10	659	19.42703423
10	671	12.32510689
10	733	23.90862339
10	755	11.5681538
10	852	26.77410098
10	855	27.67714635
10	915	22.07810724
10	920	16.55101609
10	968	23.8208413
10	987	13.56890767
10	990	26.25191395
11	503	20.89669194
11	523	17.0548838
11	673	10.9157024
11	727	17.09770153
11	746	14.11737223
11	789	19.15357803
11	834	12.84303166
11	864	24.14425058
11	925	26.03659008
11	981	21.41238902
11	989	19.81113785
12	502	27.23314931
12	589	13.61703477
12	673	10.87815159
12	746	24.35351075
12	774	27.57968657
12	789	9.793311889
12	834	17.98781818
12	864	15.74061849
12	975	22.880081
12	981	15.74951345
12	989	27.18717803
13	553	23.50410156
13	558	10.86032588
13	560	24.109925
13	605	15.03279237
13	607	27.99520648
13	657	23.51409034
13	803	20.14492327
13	821	26.84591663
13	984	18.34504104
14	542	24.81463081
14	594	10.21930374
14	596	19.63971607
14	610	12.53443267
14	629	11.41334102
14	675	10.69372641
14	714	17.58765355
14	788	21.90215709
14	809	16.74899148
14	815	19.38185954
14	846	17.07602783
14	863	20.48204514
14	918	27.27066445
14	949	21.01855509
15	501	14.36728525
15	522	27.7710642
15	534	20.98654151
15	573	19.18083418
15	639	11.83863294
15	666	24.18574821
15	699	23.71207643
15	739	26.52009388
15	764	13.79441533
15	767	20.59732843
15	785	20.5335072
15	800	14.58676529
15	819	16.098931
15	837	14.426743
15	845	15.87011206
15	901	17.19919293
15	913	20.27481911
15	923	11.87182019
16	514	24.03274302
16	529	26.99486973
16	534	24.53762495
16	583	12.3156436
16	615	13.08292595
16	647	20.68459005
16	656	26.17444773
16	668	20.5356869
16	669	21.41771508
16	752	15.29586103
16	816	13.17368611
16	851	28.03008247
16	915	24.3568662
17	589	10.75772035
17	673	15.85896988
17	774	18.16334312
17	789	9.271884168
17	797	20.40752192
17	834	19.53410731
17	864	11.75648634
17	904	25.90991996
17	975	14.38588963
17	981	12.32002509
17	989	26.8864895
18	544	15.02088181
18	710	20.63089798
18	782	21.00392448
18	847	19.61472909
18	858	16.28752477
18	890	17.38703401
18	896	21.07771276
18	902	26.72659438
18	905	18.51577629
18	951	20.39842881
18	960	10.10634331
18	962	14.53959287
18	974	9.861117902
18	982	10.90707389
19	525	16.3109748
19	634	17.36562866
19	646	24.66731975
19	677	9.628862502
19	682	26.42504677
19	689	13.95760771
19	743	9.137544977
19	817	20.007603
19	876	19.09716064
19	878	21.39392588
19	961	12.28238341
19	998	26.60197164
20	522	13.17634346
20	552	10.91460706
20	573	21.1863184
20	619	11.10737116
20	684	17.39222666
20	723	14.97465254
20	741	23.38808493
20	753	25.68311476
20	767	14.37835139
20	772	8.811994285
20	794	18.69517868
20	805	24.03384335
20	845	16.54699438
20	860	11.81637502
20	861	13.5529567
20	899	9.129587752
20	913	13.24554578
20	917	10.87722762
20	928	25.33167066
20	929	15.63740686
20	956	18.47167755
20	997	18.07627272
21	535	17.83792343
21	540	25.82026653
21	558	13.0193569
21	560	10.12455105
21	605	26.06120367
21	720	18.97629212
21	774	20.8274396
21	803	11.62547918
21	840	19.66530116
21	906	23.92190581
21	975	29.48759528
21	979	17.88811126
21	986	12.3877694
22	581	25.81121263
22	604	12.35789974
22	664	14.65499917
22	686	13.40280864
22	691	14.99112285
22	770	25.2563695
22	775	20.80087041
22	827	16.64769535
22	831	9.518277761
22	865	9.753345793
22	884	9.743217037
22	887	15.04648804
22	980	12.39283335
22	983	16.34765771
23	526	11.82831042
23	557	27.32663478
23	579	10.62591805
23	627	12.88466849
23	698	17.68348468
23	756	11.55401493
23	850	25.31746159
23	873	23.16898457
23	927	25.62473102
24	509	13.69420016
24	518	22.59786906
24	547	26.25352963
24	595	18.19389094
24	600	20.07711885
24	613	16.40287169
24	621	17.63795678
24	649	19.66293478
24	652	17.92741783
24	654	28.03355802
24	690	25.38227255
24	744	10.82718831
24	750	13.26763975
24	758	22.04519372
24	781	16.85200123
24	786	9.371031312
24	838	23.61049314
24	839	25.57961255
24	944	22.56754389
25	513	9.852108586
25	514	10.97719923
25	563	16.80215968
25	603	29.13696797
25	647	21.92556613
25	730	17.6701769
25	740	24.1605604
25	763	22.70068879
25	806	14.71509675
25	843	22.44762957
25	851	9.059300305
25	942	23.88031437
25	954	28.24503534
26	525	12.44216913
26	555	9.012612152
26	593	14.66125016
26	606	19.26835118
26	646	11.67068889
26	677	17.84601479
26	689	12.07344574
26	718	9.50626434
26	769	16.63046044
26	888	25.8606438
26	914	15.46512674
26	922	13.07756323
26	935	26.54633954
27	504	24.81655338
27	509	23.55883961
27	613	15.54098957
27	633	24.22836381
27	645	11.1920902
27	649	14.07908573
27	652	10.304095
27	653	21.20717246
27	674	12.81408227
27	712	14.502862
27	744	24.35693044
27	745	10.77706398
27	750	12.77192316
27	761	18.93889606
27	786	22.50690995
27	790	15.97994675
27	823	24.99309864
27	838	9.892916847
27	839	25.78781226
27	886	24.33260407
27	971	24.91057453
27	994	12.1405099
28	529	27.68898789
28	585	9.364292732
28	615	16.28693234
28	620	15.42175521
28	659	10.53989551
28	705	11.93425854
28	752	24.78744472
28	794	21.76369534
28	915	9.207794899
28	950	22.7719284
29	522	22.71306576
29	534	20.80102213
29	552	9.289740959
29	573	11.94583507
29	585	23.56579151
29	619	25.0802584
29	620	21.2740932
29	659	24.3896718
29	705	15.558584
29	752	26.25344431
29	767	19.27069594
29	772	15.23071181
29	794	10.96163504
29	819	15.94280682
29	837	22.32864379
29	845	16.93832255
29	860	27.85554624
29	899	11.49695494
29	913	14.43421886
29	917	25.11199857
29	928	22.85555924
29	929	11.79488711
29	950	22.15469311
30	503	15.62506441
30	505	23.90440565
30	523	19.27258513
30	526	18.19788025
30	627	20.00345466
30	650	20.88557829
30	698	25.80782482
30	702	24.10155937
30	727	18.9735106
30	811	13.04977094
30	894	14.28727483
30	925	13.7099348
30	927	13.95560111
30	957	22.63879847
30	967	17.29642322
30	996	9.515830572
31	502	25.72517309
31	558	18.61001004
31	560	13.11874236
31	568	27.12119935
31	605	20.2951798
31	862	20.83840724
31	906	8.981530554
31	978	17.5118531
31	986	14.29719551
32	533	20.73585727
32	570	18.92248298
32	582	14.87341681
32	591	9.999858754
32	607	12.35157259
32	614	24.74048374
32	651	8.821072405
32	703	23.52885575
32	738	19.82987072
32	754	17.53700402
32	871	22.43628298
32	984	27.23722604
33	501	26.31731557
33	534	11.63339543
33	573	12.43388564
33	639	18.4562533
33	656	24.05826205
33	752	17.15288189
33	764	24.26841793
33	767	22.23970424
33	785	24.05757956
33	800	22.2606974
33	816	18.44148857
33	819	10.1864872
33	837	9.330122713
33	845	15.62340147
33	913	18.57549544
33	923	21.66697406
34	503	8.812547815
34	523	8.843774577
34	673	24.59085514
34	727	8.796389435
34	746	12.09925776
34	811	15.96214327
34	894	26.43334332
34	898	23.61526931
34	925	9.976903982
34	996	12.90848469
35	544	19.24889637
35	554	20.26706644
35	676	28.21314758
35	725	20.96375044
35	782	10.57765634
35	847	12.18632989
35	858	27.86875027
35	890	9.101903432
35	919	29.22964075
35	939	16.47473956
35	951	20.40675495
35	960	13.2621257
35	962	29.31303415
35	974	17.53652735
35	982	20.41061163
36	528	21.97521112
36	586	13.07487972
36	618	20.23609404
36	631	12.16588491
36	639	25.10107781
36	656	16.93226804
36	666	18.6965791
36	668	26.43086964
36	669	24.01434544
36	764	26.99598479
36	785	11.87249547
36	818	11.92347918
36	883	14.54290422
36	900	14.20783392
36	938	10.05179905
37	541	13.55474766
37	611	25.79006285
37	645	22.40242217
37	658	9.455890183
37	674	24.28454311
37	701	12.62854105
37	722	12.61822796
37	820	24.55839513
37	823	15.50097202
37	886	11.01870089
37	911	8.861683634
37	948	19.9728351
37	963	26.34605377
37	994	19.73523018
38	516	9.43775898
38	556	19.13273825
38	580	30.84389939
38	602	12.06149682
38	608	10.2953175
38	609	8.906987627
38	628	14.5506157
38	691	24.68448116
38	747	13.10511062
38	775	17.19004845
38	856	16.58940225
38	866	17.56155321
38	887	24.73196634
38	930	11.37391829
38	947	23.45531613
38	991	10.48156505
39	531	22.85145464
39	572	12.71617379
39	585	19.15581557
39	620	18.4362191
39	641	19.2153708
39	659	16.00092882
39	671	14.99934521
39	711	24.05933535
39	733	25.47259283
39	755	10.12612892
39	915	22.53789334
39	920	23.64655266
39	950	23.36165882
39	987	18.54218551
40	556	12.15264434
40	569	12.84295873
40	580	19.10667043
40	637	24.3526528
40	732	15.35732648
40	735	8.813927527
40	813	26.44081532
40	866	24.27761944
40	877	15.24912369
40	908	21.15509751
40	930	21.00228369
40	932	17.21232597
40	973	15.80820406
40	993	33.06415767
41	501	29.45049723
41	660	10.32909265
41	710	19.11407491
41	739	14.73576101
41	866	12.77154435
41	891	11.75385984
41	901	24.47946088
41	902	12.96208576
41	908	26.32486058
41	910	11.52130217
41	930	26.01312442
41	932	19.95845642
41	955	12.63081873
41	991	19.78419176
42	541	26.89134638
42	574	17.81774242
42	587	25.32747045
42	638	24.62053898
42	658	15.84585225
42	701	24.72255919
42	722	25.5133247
42	724	14.39820992
42	734	17.14216889
42	832	25.09117141
42	886	15.79468662
42	911	10.71882276
43	549	18.00731633
43	578	14.98369821
43	606	12.39841751
43	632	15.76510885
43	646	17.2818829
43	681	16.88670167
43	688	9.840831893
43	695	10.84704758
43	751	23.85231441
43	763	24.58592849
43	808	12.40053302
43	835	22.67857166
43	942	24.8334637
43	943	8.733548995
43	954	14.1323176
44	532	20.88618931
44	567	9.003360768
44	569	24.78982932
44	575	12.3375091
44	643	17.83765562
44	696	14.46267657
44	776	10.49097558
44	813	18.31664959
44	833	9.543200029
44	872	9.914830474
44	893	19.71838061
44	908	21.10516966
44	951	17.49713563
44	962	23.30568338
45	507	20.1282224
45	537	21.69447355
45	584	22.37404249
45	642	9.374820439
45	679	11.5660537
45	692	13.95484903
45	709	8.954385616
45	780	13.06775533
45	783	19.99865227
45	795	24.48129561
45	796	16.67565587
45	812	22.75281722
45	842	14.6979039
45	885	11.0918294
45	888	21.06121907
45	914	26.60853561
45	916	12.83678302
45	935	17.67818077
45	959	9.500256714
45	976	16.77165993
46	507	19.23754969
46	525	20.267214
46	537	12.52265445
46	559	26.29935732
46	593	11.80666077
46	642	15.05975158
46	692	9.670468746
46	709	25.30124132
46	718	24.53517774
46	729	21.27492261
46	780	10.15700115
46	787	16.84916887
46	796	13.8472934
46	842	24.41230455
46	885	12.10820234
46	888	19.87427263
46	914	12.38554804
46	922	13.93331231
46	935	16.3682418
46	941	13.53807965
46	959	21.23732951
46	999	22.40008741
47	564	22.61413851
47	584	8.83936054
47	598	19.17112
47	622	22.23885823
47	642	26.32402814
47	672	17.04956568
47	679	14.41775654
47	693	20.81130538
47	709	15.83587668
47	783	25.57102517
47	795	9.158308732
47	798	17.87069289
47	810	17.26285589
47	875	16.4880238
47	892	23.49795337
47	916	10.22008706
47	959	17.82827953
47	976	15.1523487
48	551	24.1856125
48	553	15.79174944
48	558	27.39610098
48	568	8.94538252
48	605	13.09499616
48	625	18.40561948
48	676	25.97546765
48	719	16.54934175
48	721	23.86934765
48	731	25.20109219
48	768	24.33656162
48	821	13.62671395
48	836	10.40565988
48	862	22.20821591
48	903	27.35448282
48	909	22.3180267
48	931	24.46216173
48	934	25.73828628
49	509	27.08024267
49	613	19.76785442
49	633	24.86282417
49	645	9.615731697
49	649	15.94224746
49	652	12.04108498
49	653	22.64033528
49	658	24.4687184
49	674	11.06690162
49	712	14.65633297
49	722	26.99146019
49	745	9.817369969
49	750	15.78882769
49	761	17.70445735
49	786	28.32523795
49	790	14.61046939
49	823	19.96749904
49	838	11.41075373
49	886	18.336622
49	971	25.76721606
49	994	10.18484737
50	541	18.22623552
50	547	30.03612883
50	611	26.80062814
50	633	17.37227108
50	649	27.38678662
50	674	18.44581795
50	701	21.51660306
50	722	17.9189745
50	745	21.91128174
50	790	13.18719266
50	823	14.7226568
50	825	9.012983982
50	926	19.05955224
50	948	11.76870849
50	952	11.71382548
50	972	26.32072209
51	500	15.62058821
51	541	15.8981058
51	587	22.33266591
51	590	27.85072431
51	611	9.295035063
51	658	27.19450987
51	671	23.42945553
51	701	14.60813028
51	722	20.08947963
51	733	25.75043833
51	820	9.289833572
51	823	28.38455064
51	852	17.39279555
51	855	16.19197348
51	868	9.989204619
51	920	15.41828336
51	948	22.11676684
51	952	18.11928026
51	963	8.753069387
51	968	12.89507044
51	972	22.96251449
51	987	24.93631472
51	990	12.66711563
52	506	22.96122342
52	533	25.93163363
52	570	19.93952919
52	581	24.53243028
52	582	14.90720118
52	591	26.69275702
52	604	23.21827676
52	614	17.63318921
52	651	35.12164133
52	686	12.3554331
52	738	11.8649958
52	748	18.6181278
52	754	25.40067239
52	766	16.26714258
52	770	10.23166507
52	827	10.92371827
52	871	25.0141452
52	884	23.08161386
52	933	24.02777117
53	525	9.027606794
53	555	16.72890662
53	593	9.637449206
53	646	23.30924463
53	677	15.25253815
53	689	15.24084008
53	692	24.10123005
53	718	15.14321538
53	729	20.1001269
53	743	25.48209194
53	780	24.9823123
53	787	16.8309758
53	914	14.73763228
53	922	13.68123791
53	941	23.29247125
53	961	15.0169897
53	999	23.56735476
54	547	23.05247496
54	603	21.18370062
54	633	16.09116079
54	685	19.76170957
54	740	28.14352372
54	790	18.31010525
54	793	20.13153682
54	802	20.14917954
54	823	25.75378648
54	825	9.507638815
54	926	16.08858397
54	948	19.95725363
54	952	17.35060589
55	504	12.12625705
55	595	26.06888279
55	613	12.87647589
55	653	22.83349299
55	654	23.62183644
55	690	8.998197747
55	712	26.67500953
55	728	14.74587083
55	744	13.75674963
55	750	26.23641401
55	786	26.71055292
55	807	9.881713615
55	838	22.37256923
55	839	9.43133924
55	849	13.93210893
55	889	25.35973857
55	971	22.97177645
56	515	23.46637999
56	521	20.03714199
56	544	15.95741619
56	617	24.30130752
56	640	8.927871253
56	723	28.09782532
56	725	14.60625909
56	741	19.56928022
56	753	17.18318541
56	779	24.04381908
56	804	15.97285181
56	858	20.17941668
56	860	27.68595568
56	867	11.65688336
56	869	9.719953047
56	896	18.63603669
56	905	18.77287472
56	956	17.19227268
56	964	24.58401848
56	992	10.01958687
57	507	24.99448566
57	511	11.07542883
57	564	13.99130537
57	584	21.41554002
57	597	16.65891427
57	598	24.30897545
57	662	12.06810636
57	672	14.18681925
57	679	17.55538426
57	777	13.97329383
57	778	24.30532195
57	784	16.62480713
57	795	17.68179284
57	810	17.93399756
57	822	11.2833402
57	854	12.54643124
57	875	24.04443677
57	897	26.18566356
57	916	18.38467812
57	958	11.62795913
57	959	25.3864807
58	589	11.17568183
58	673	16.57259324
58	774	18.23463353
58	789	9.643458734
58	797	18.63650966
58	834	18.32737969
58	864	11.01649401
58	904	24.80128025
58	975	14.21676943
58	981	11.49656013
58	989	25.28595418
59	512	13.4774371
59	532	14.48989524
59	567	26.35862452
59	575	17.92652076
59	601	26.96035524
59	624	13.87025491
59	643	22.56067783
59	663	15.73046715
59	678	17.00336581
59	776	25.34564631
59	801	21.10232684
59	844	24.29609042
59	870	21.88801952
59	872	21.7921047
59	893	25.26006432
59	936	11.10238982
59	953	10.19839536
59	988	24.80944264
60	509	10.21356244
60	518	18.86787021
60	547	9.548087941
60	600	15.30954046
60	621	14.70287504
60	633	13.31251553
60	649	14.09479207
60	652	22.41443363
60	750	19.23197703
60	758	9.98774933
60	781	15.72557681
60	786	15.95295959
60	790	28.64476951
60	944	12.75162274
61	507	9.275563622
61	517	24.47986554
61	537	11.9870282
61	559	16.13642161
61	577	29.88310013
61	642	25.60976581
61	662	17.16397802
61	679	17.9117117
61	692	24.02955348
61	777	24.56585614
61	780	24.87792026
61	796	11.15524472
61	885	27.0710305
61	897	11.49674741
61	916	28.0048146
61	941	16.35017697
61	958	23.13672613
61	959	19.10242785
61	999	27.76458506
62	517	15.08973284
62	542	11.48613926
62	559	13.86642175
62	594	24.65228825
62	610	9.637948384
62	675	16.64884159
62	714	11.39339934
62	729	17.33523327
62	787	21.48981303
62	788	24.50317963
62	799	13.86506257
62	809	9.278714557
62	863	9.488171159
62	918	10.54887772
62	941	24.68401689
62	949	16.68254968
62	999	15.55250209
63	571	21.85651732
63	574	11.3646069
63	645	25.01238279
63	653	24.70549828
63	658	26.17547802
63	667	24.73653342
63	712	21.06017192
63	724	17.38555469
63	734	20.59429085
63	761	14.27702425
63	832	9.424195921
63	886	17.33619102
63	911	23.34345829
63	921	10.53159373
63	971	25.31204333
63	994	24.51978752
64	506	19.8325372
64	510	19.28414989
64	530	18.5180241
64	565	25.2206489
64	570	8.864073162
64	582	26.11072763
64	651	23.22739067
64	700	21.38011166
64	717	18.75770258
64	738	25.85155933
64	748	17.25850097
64	754	9.884257282
64	770	26.92816521
64	827	25.28648171
64	871	9.459949426
64	933	9.913233943
65	531	15.09284763
65	572	23.80130027
65	641	17.86858919
65	733	22.66782296
65	755	24.3815305
65	757	26.38848824
65	850	15.8515569
65	881	13.12183824
65	966	10.36709619
66	533	19.82009808
66	570	14.90249748
66	582	12.52239309
66	591	11.15485645
66	607	17.13416346
66	614	20.36598424
66	651	10.18402743
66	738	14.98395263
66	754	15.10450797
66	766	26.40481241
66	770	20.50828212
66	871	17.96246298
66	933	24.26131789
67	512	23.31150084
67	519	9.243668973
67	567	26.8058155
67	575	15.71269702
67	601	12.01545714
67	635	11.81312762
67	636	26.9041025
67	732	23.21964142
67	813	11.78946188
67	826	10.44928187
67	872	22.58082915
67	936	18.50373882
67	953	19.28973483
67	970	24.1691396
67	973	21.97791453
67	988	19.35152906
68	501	16.37835608
68	586	17.12628384
68	618	9.683827426
68	628	21.011686
68	631	22.25391389
68	639	12.45640468
68	656	27.52671673
68	666	9.069169919
68	739	24.82634085
68	764	11.9776464
68	785	11.9674089
68	818	25.90714124
68	856	23.11963859
68	883	22.38089281
68	900	12.90619101
68	923	19.61782285
68	938	24.30391196
68	947	14.2227817
69	513	24.28791616
69	514	16.52586315
69	529	10.09448707
69	563	14.15652819
69	585	31.62434182
69	615	9.798429816
69	647	9.69171781
69	843	11.69313348
69	915	15.34389694
69	987	24.56589715
70	571	12.84601658
70	574	21.01518785
70	580	24.55331096
70	612	21.0998132
70	630	9.958528158
70	637	16.058398
70	638	25.32022988
70	667	19.87897516
70	724	25.95225956
70	734	24.31127236
70	824	21.11451792
70	832	24.45726217
70	848	18.56266604
70	859	20.97458443
70	877	25.9415627
70	882	13.049315
70	921	20.64230374
70	940	17.14677496
71	504	20.88599143
71	545	23.80731727
71	613	24.23529509
71	645	12.24559459
71	652	23.38335282
71	653	12.57007953
71	658	26.15139104
71	674	20.21764228
71	712	9.686256284
71	745	18.17310312
71	761	9.450571463
71	832	19.72267859
71	838	14.82015093
71	839	28.67904217
71	886	16.89734824
71	921	22.52231647
71	945	27.76724176
71	971	14.09510895
71	994	12.72762761
72	528	11.10886703
72	583	12.12531127
72	656	9.338291811
72	668	10.43742455
72	669	9.472541638
72	752	25.66304243
72	785	17.07479569
72	816	19.55715603
72	938	16.97252482
73	517	10.59822044
73	539	19.41556791
73	559	25.62052792
73	577	10.55878612
73	599	30.75256612
73	661	13.70892761
73	675	21.73807659
73	713	15.33380752
73	714	13.29309877
73	788	11.96614449
73	815	26.61921401
73	897	16.75039175
73	957	26.51665936
73	969	16.75151137
74	502	14.72830153
74	512	24.33339154
74	624	11.23942862
74	663	15.48020273
74	673	15.89438433
74	678	14.84764288
74	746	23.20664013
74	789	24.01633082
74	936	25.61507331
74	953	24.84668843
74	978	24.3246518
75	539	18.36550561
75	543	16.18807895
75	596	17.75714807
75	727	26.51036349
75	815	13.92689662
75	834	14.45170227
75	898	11.18317161
75	925	29.27978966
75	969	25.5570093
75	989	12.70044843
76	532	11.51536551
76	567	24.89904575
76	623	13.98823795
76	643	9.924719012
76	663	18.96401236
76	678	20.3847601
76	696	12.27136111
76	765	9.61598368
76	776	15.94302879
76	801	11.1173309
76	844	10.77753798
76	847	20.81211437
76	862	27.55277903
76	870	9.567052935
76	872	25.28545808
76	893	9.392758801
76	919	9.885501836
76	931	24.83612894
76	951	19.34001882
77	517	15.6175394
77	542	13.9237283
77	559	18.39194744
77	594	18.4616663
77	610	9.2411661
77	629	24.24532508
77	675	12.54106208
77	714	10.76517011
77	729	24.4974064
77	788	19.51791198
77	799	17.36591104
77	809	10.12800978
77	815	29.24235689
77	863	11.10528839
77	918	13.45354461
77	949	17.50950498
77	999	21.81539544
78	545	20.44227107
78	546	17.44089676
78	566	25.84883898
78	571	8.955303606
78	574	23.2743719
78	612	20.06738591
78	626	13.67827011
78	630	16.50818019
78	644	14.57066831
78	655	25.20784368
78	667	9.225852787
78	832	16.76129738
78	859	24.22242049
78	882	25.04687701
78	921	13.77256986
78	940	15.39573909
78	945	17.86007631
79	521	14.56219151
79	544	10.02284147
79	640	12.62198339
79	725	15.36169839
79	753	14.76649735
79	782	24.15227672
79	858	11.66940916
79	867	13.67818801
79	869	15.25391604
79	896	11.57148883
79	905	11.29955779
79	956	23.2514698
79	982	15.63681019
79	992	15.30178718
80	502	11.43479971
80	589	19.52086898
80	623	27.35646857
80	624	16.67224888
80	663	16.42035504
80	673	15.28701332
80	678	15.21606822
80	746	28.54362364
80	789	15.89434483
80	978	17.65363697
81	509	17.56857165
81	547	12.06543972
81	633	9.127782312
81	649	13.39780999
81	652	21.97139088
81	674	18.72896865
81	745	18.55508744
81	750	24.79424107
81	758	25.15627677
81	790	12.06070291
81	823	24.73720713
81	825	13.6425976
81	948	24.31961205
81	952	27.17296926
82	518	24.01797442
82	543	25.25040615
82	595	16.6550919
82	596	20.49961757
82	600	27.00703711
82	621	26.37863464
82	629	22.05081802
82	654	25.39398844
82	687	9.438519611
82	781	24.68120364
82	814	20.1792501
82	846	15.67050254
83	520	24.43211695
83	595	8.978782595
83	654	9.849874767
83	670	25.64959589
83	687	13.03068387
83	690	24.71938312
83	744	23.70870796
83	814	18.70267749
84	548	12.38553843
84	557	20.42426092
84	579	26.19086776
84	627	27.37085141
84	636	23.506756
84	680	13.81156794
84	698	26.46204155
84	756	18.03741316
84	757	28.09841406
84	773	21.47834756
84	873	8.779793438
84	965	21.64978614
84	977	28.30242618
85	548	12.26702075
85	636	20.90402486
85	638	13.4080606
85	680	13.3119058
85	724	22.46311199
85	734	19.32111046
85	742	20.21010534
85	773	13.50855246
85	824	16.27877585
85	848	20.48222859
85	873	19.12961412
85	965	19.14435195
85	977	14.3369414
86	524	8.887306414
86	533	21.34028659
86	536	14.55064321
86	549	12.98887784
86	562	12.98291767
86	578	16.61930082
86	588	19.79431409
86	592	16.57641302
86	614	31.13213689
86	632	19.36841772
86	681	14.54833171
86	694	13.65329635
86	707	17.83736881
86	751	10.8998176
86	835	11.19359868
86	995	14.04887538
87	532	21.71448275
87	567	9.289120595
87	569	24.4999189
87	575	13.55595009
87	643	17.74880449
87	696	13.81002396
87	776	10.47713776
87	813	20.45075065
87	833	9.374894773
87	872	10.53971712
87	893	19.35900793
87	908	19.83070794
87	919	27.56995275
87	951	15.83623831
87	962	20.27982757
88	533	20.64083728
88	570	14.84317781
88	582	13.13260775
88	591	11.11183825
88	607	16.45643208
88	614	21.76672465
88	651	9.913875791
88	738	15.94944258
88	754	14.77525835
88	770	22.28690783
88	871	17.72399608
88	933	24.30389035
89	503	19.35425728
89	523	22.06951791
89	526	19.68653172
89	627	11.32739103
89	698	12.11346568
89	727	24.60456053
89	746	26.88375428
89	756	15.96123725
89	762	15.7007336
89	811	27.873798
89	924	13.64405546
89	925	22.86910939
89	927	25.18278621
89	988	25.77872775
89	996	12.10775961
90	565	23.1172686
90	570	12.63336834
90	591	24.88759146
90	607	26.21544006
90	651	16.66455088
90	700	26.88788745
90	720	24.62384574
90	754	10.33645467
90	803	18.30549017
90	871	12.13858663
90	933	17.69156181
91	527	15.40764439
91	550	10.32342003
91	617	25.08425482
91	625	20.46112638
91	693	15.73497897
91	704	19.61583822
91	721	20.62011533
91	736	13.1004019
91	749	20.50418381
91	760	11.51637405
91	783	15.9293999
91	828	8.946068198
91	853	15.06226578
91	874	13.94827354
91	879	12.23520826
91	903	18.48040302
91	976	18.60623823
92	548	8.822276121
92	557	13.88204064
92	590	28.68883415
92	680	15.34017197
92	757	17.33253936
92	773	21.91120904
92	841	18.40554762
92	873	11.16245817
92	965	26.01668863
92	977	26.43565749
93	598	24.69741887
93	619	20.34363806
93	622	22.67295704
93	684	12.54455923
93	697	24.16438218
93	723	15.63671784
93	741	16.00615753
93	779	12.80393932
93	804	20.94827501
93	805	9.678988626
93	830	11.36549737
93	857	14.06760996
93	861	14.17453004
93	875	27.56887767
93	892	21.34891387
93	917	25.20303645
93	937	10.29154096
93	946	25.44753842
93	956	25.25884959
93	964	14.43266508
