# dg0 (kT)	h (nm)	Total F (kT)	F_att (kT)	F_rep (kT)	avg_num_bonds
-7	15	-0.153317	-2.73611	2.58279	2.44447
-6	15	1.49892	-1.08388	2.58279	1.03261
-5	15	2.17179	-0.411008	2.58279	0.404052
-4	15	2.43036	-0.152436	2.58279	0.15237
-3	15	2.52713	-0.0556645	2.58279	0.0565857
-2	15	2.56296	-0.0198326	2.58279	0.0208901
-1	15	2.57617	-0.00661889	2.58279	0.00769506
0	15	2.58104	-0.00175352	2.58279	0.00283221

-30	20	-1051.78	-1052.35	0.579557	82.5027
-29	20	-970.403	-970.983	0.579557	80.2017
-28	20	-891.445	-892.025	0.579557	77.6819
-27	20	-815.098	-815.678	0.579557	74.985
-26	20	-741.524	-742.103	0.579557	72.1439
-25	20	-670.836	-671.415	0.579557	69.232
-24	20	-603.032	-603.612	0.579557	66.4006
-23	20	-537.972	-538.552	0.579557	63.7491
-22	20	-475.494	-476.074	0.579557	61.2135
-21	20	-415.571	-416.151	0.579557	58.5981
-20	20	-358.402	-358.981	0.579557	55.6735
-19	20	-304.376	-304.956	0.579557	52.2983
-18	20	-253.961	-254.54	0.579557	48.4589
-17	20	-207.592	-208.172	0.579557	44.22
-16	20	-165.623	-166.202	0.579557	39.6748
-15	20	-128.322	-128.901	0.579557	34.8912
-14	20	-95.9023	-96.4818	0.579557	29.9241
-13	20	-68.4996	-69.0792	0.579557	24.8782
-12	20	-46.1355	-46.7151	0.579557	19.8616
-11	20	-28.7416	-29.3211	0.579557	14.9518
-10	20	-16.1483	-16.7279	0.579557	10.3004
-9	20	-7.93888	-8.51843	0.579557	6.25881
-8	20	-3.27869	-3.85824	0.579557	3.26304
-7	20	-1.0068	-1.58635	0.579557	1.46815
-6	20	-0.033874	-0.613431	0.579557	0.594818
-5	20	0.349713	-0.229844	0.579557	0.227832
-4	20	0.494859	-0.0846983	0.579557	0.0851383
-3	20	0.548835	-0.0307222	0.579557	0.0315055
-2	20	0.568772	-0.0107852	0.579557	0.0116156
-1	20	0.576117	-0.00343982	0.579557	0.00427657
0	20	0.578821	-0.000736117	0.579557	0.00157373

-30	25	-875.511	-875.844	0.333083	69.6776
-29	25	-806.838	-807.171	0.333083	67.6947
-28	25	-740.076	-740.409	0.333083	65.8458
-27	25	-675.121	-675.454	0.333083	64.072
-26	25	-611.927	-612.26	0.333083	62.3132
-25	25	-550.522	-550.855	0.333083	60.4714
-24	25	-491.06	-491.393	0.333083	58.404
-23	25	-433.828	-434.161	0.333083	55.9977
-22	25	-379.184	-379.517	0.333083	53.2333
-21	25	-327.468	-327.801	0.333083	50.1499
-20	25	-278.977	-279.31	0.333083	46.7903
-19	25	-233.96	-234.293	0.333083	43.2122
-18	25	-192.61	-192.943	0.333083	39.4583
-17	25	-155.106	-155.439	0.333083	35.5174
-16	25	-121.637	-121.97	0.333083	31.3949
-15	25	-92.3543	-92.6874	0.333083	27.1579
-14	25	-67.3317	-67.6648	0.333083	22.888
-13	25	-46.5682	-46.9013	0.333083	18.6461
-12	25	-30.0248	-30.3579	0.333083	14.4495
-11	25	-17.6356	-17.9687	0.333083	10.3604
-10	25	-9.18933	-9.52241	0.333083	6.62182
-9	25	-4.13849	-4.47157	0.333083	3.64038
-8	25	-1.55308	-1.88616	0.333083	1.70899
-7	25	-0.406686	-0.739769	0.333083	0.710133
-6	25	0.053948	-0.279135	0.333083	0.275253
-5	25	0.229728	-0.103355	0.333083	0.10336
-4	25	0.295318	-0.0377652	0.333083	0.0383201
-3	25	0.319576	-0.0135075	0.333083	0.0141378
-2	25	0.328517	-0.0045659	0.333083	0.00520655
-1	25	0.331809	-0.00127409	0.333083	0.00191613
0	25	0.33302	-6.27741e-05	0.333083	0.000705007

-30	30	-718.896	-719.308	0.412091	61.5414
-29	30	-658.04	-658.452	0.412091	60.1318
-28	30	-598.72	-599.132	0.412091	58.4623
-27	30	-541.206	-541.619	0.412091	56.5222
-26	30	-485.749	-486.161	0.412091	54.3579
-25	30	-432.558	-432.97	0.412091	51.9905
-24	30	-381.836	-382.248	0.412091	49.422
-23	30	-333.769	-334.181	0.412091	46.6902
-22	30	-288.493	-288.905	0.412091	43.8444
-21	30	-246.115	-246.527	0.412091	40.8908
-20	30	-206.765	-207.177	0.412091	37.7793
-19	30	-170.618	-171.031	0.412091	34.4846
-18	30	-137.843	-138.255	0.412091	31.0468
-17	30	-108.561	-108.973	0.412091	27.5011
-16	30	-82.8635	-83.2756	0.412091	23.8883
-15	30	-60.7833	-61.1954	0.412091	20.2756
-14	30	-42.3083	-42.7204	0.412091	16.6732
-13	30	-27.443	-27.8551	0.412091	13.0552
-12	30	-16.1898	-16.6019	0.412091	9.46686
-11	30	-8.43399	-8.84608	0.412091	6.11227
-10	30	-3.75623	-4.16832	0.412091	3.38289
-9	30	-1.34944	-1.76153	0.412091	1.59377
-8	30	-0.279458	-0.691549	0.412091	0.663359
-7	30	0.150989	-0.261102	0.412091	0.257309
-6	30	0.315333	-0.0967575	0.412091	0.0966499
-5	30	0.376668	-0.035423	0.412091	0.0358361
-4	30	0.399354	-0.0127372	0.412091	0.0132219
-3	30	0.407716	-0.00437479	0.412091	0.00486932
-2	30	0.410795	-0.00129618	0.412091	0.00179204
-1	30	0.411927	-0.000163317	0.412091	0.00065935
0	30	0.412091	0	0.412091	0.000242574

